ISBN,Title,Author,Book type,Original Price (RRP),Discounted price,ISBN-10,Published Date,Publisher,No. of Pages
9781407054735,The Killing Place,Tess Gerritsen,eBook,,$15.99, 9781407054735,2010-6-24,'Transworld',448
9780571321834,Zed,Joanna Kavenna,eBook,$13.19,$11.99, 9780571321834,,'Faber & Faber',
9781405918800,Grown Ups,Marian Keyes,eBook,,$15.99, 9781405918800,,'Penguin Books Ltd',
9780842308243,Endurance,Alfred Lansing,Paperback,,$32.75, 9780842308243,,"'US', '0.3'",
9780241327746,After the Party,Cressida Connolly,eBook,,$15.99, 9780241327746,,'Penguin Books Ltd',
9780345534460,The Garden of Happy Endings,Barbara O'Neal,eBook,$11.99,$10.99, 9780345534460,,,
9780748113293,Cat's Eye,Margaret Atwood,eBook,,$11.99, 9780748113293,,'Digital original',
9780951951729,book not found,,,,, 9780951951729,,'1',
9780755394586,Husbands,Adele Parks,eBook,,$11.99, 9780755394586,,'Digital original',
9780575105843,The Alloy of Law,Brandon Sanderson,eBook,,$12.99, 9780575105843,2011-11-10,"'Orion', 'Digital original'",336
9781101609798,Who Buries the Dead,C. S. Harris,eBook,$11.72,$10.99, 9781101609798,2015-3-3,'10',352
9780755379958,Neverwhere,Neil Gaiman,eBook,,$11.99, 9780755379958,,'Digital original',
9781402798801,book not found,,,,, 9781402798801,,,
9781405933131,Tell Me a Secret,Jane Fallon,eBook,,$15.99, 9781405933131,,'Penguin Books Ltd',
9780755380022,Stardust,,eBook,,$12.99, 9780755380022,,'Digital original',
9780748122974,Caliban's War,James S. A. Corey,eBook,,$11.99, 9780748122974,2012-6-7,"'Little, Brown Book Group', 'Digital original'",448
9781405518055,Jamaica Inn,Daphne du Maurier,eBook,,$12.99, 9781405518055,2012-6-7,"'Little, Brown Book Group', 'Digital original'",320
9780575123151,Eric,Terry Pratchett,eBook,,$11.99, 9780575123151,2012-12-20,"'Orion', 'Digital original'",160
9781401954741,It's Not Your Money,Tosha Silver,eBook,$19.06,$15.99, 9781401954741,,,
9780241019191,book not found,,,,,,,,
9781405942386,Tom Clancy's Enemy Contact,Mike Maden,eBook,,$14.99, 9781405942386,2019-6-13,'Penguin Books Ltd',400
9780709095149,book not found,,,,, 9780709095149,,'Robert Hale',
9780141962306,Percy Jackson and the Last Olympian,Rick Riordan,eBook,,$12.99, 9780141962306,2009-5-5,"'9 - 12 years old', '5'",368
9781401395421,Home,Julie Andrews,eBook,,$21.99, 9781401395421,,'Digital original',
9781101620380,Fever,Maya Banks,eBook,$10.27,$9.99, 9781101620380,2013-4-2,'2',1
9780307952219,"Finding Ultra, Revised and Updated Edition",Rich Roll,eBook,$25.70,$20.99, 9780307952219,,,
9780060826734,book not found,,,,,,,,
9780544456846,book not found,,,,, 9780544456846,2015-8-4,'1',300
9781405909730,The 7th Victim,Mary Burton,eBook,,$15.99, 9781405909730,2013-3-14,'Penguin Books Ltd',432
9780241334157,Becoming,Michelle Obama,eBook,,$16.99, 9780241334157,,'Penguin Books Ltd',
9780297869887,Do No Harm,Henry Marsh,eBook,,$11.99, 9780297869887,,'Digital original',
9780141986395,"Goodbye, Things",Fumio Sasaki,eBook,,$15.99, 9780141986395,,'Penguin Books Ltd',
9780698190214,Psychopath Free (Expanded Edition),Jackson MacKenzie,eBook,$25.70,$20.99, 9780698190214,,,
9780544838307,The Whole30's Food Freedom Forever,Melissa Hartwig Urban,eBook,,$12.99, 9780544838307,,,
9780575088078,The Wise Man's Fear,Patrick Rothfuss,eBook,,$12.99, 9780575088078,2011-3-1,"'Orion', 'Digital original'",1008
9780749020200,A Stranger in Honeyfield,Anna Jacobs,eBook,$14.38,$12.99, 9780749020200,2016-2-16,"'Allison & Busby', '1'",300
9781405520591,The Minor Adjustment Beauty Salon,Alexander McCall Smith,eBook,,$11.99, 9781405520591,2013-10-3,"'Little, Brown Book Group', 'Digital original'",256
9780755393954,Brothers in Blood (Eagles of the Empire 13),Simon Scarrow,eBook,,$11.99, 9780755393954,2014-10-9,"'Headline', '99'",448
9780748112555,Breaking Dawn,Stephenie Meyer,eBook,,$11.99, 9780748112555,2009-2-26,"'14+ years old', '4'",768
9780544464964,Real Baby Food,Jenna Helwig,eBook,$29.69,$23.99, 9780544464964,,'1',
9781407070605,Through a Glass Darkly,Donna Leon,eBook,,$15.99, 9781407070605,2010-5-25,"'18+ years old', '15'",352
9780748112562,Beyond The Shadows,Brent Weeks,eBook,,$12.99, 9780748112562,2009-6-11,"'Little, Brown Book Group', 'Digital original'",736
9780141903736,Charlie,Lesley Pearse,eBook,,$15.99, 9780141903736,,'Penguin Books Ltd',
9780547773995,book not found,,,,, 9780547773995,2013-5-14,'HarperCollins',
9780141923475,Of Mice and Men,Susan Shillinglaw,eBook,,$15.99, 9780141923475,2000-9-7,'Penguin Books Ltd',144
9780141914732,Golden Buddha,Clive Cussler,eBook,,$14.99, 9780141914732,2012-7-5,'Penguin Books Ltd',544
9780748128624,The Traitor Queen,Trudi Canavan,eBook,,$12.99, 9780748128624,2012-8-2,"'Little, Brown Book Group', 'Digital original'",592
9780722538074,How to Talk to Anyone,Leil Lowndes,Paperback,$24.99,$21.75, 9780722538074,,"'GB', '0.28'",
9781405522519,Mindfulness for Health,Vidyamala Burch,eBook,,$15.99, 9781405522519,,'GB',
9780571301751,The Rotten Heart of Europe,Bernard Connolly,eBook,$13.19,$11.99, 9780571301751,,'1',
9780297859147,Testament of Youth,,eBook,,$12.99, 9780297859147,,'Digital original',
9780988564107,Widdershins,Jordan L. Hawk,eBook,,$6.99, 9780988564107,2012-12-3,'1',
9780060005443,book not found,,,,,,,,
9781407086767,The Third Man and the Fallen Idol,Graham Greene,eBook,,$15.99, 9781407086767,,'Random House',
9780241985427,Grandmothers,Salley Vickers,eBook,,$15.99, 9780241985427,,'Penguin Books Ltd',
9781306015974,book not found,,,,, 9781306015974,,'US',
9780463163801,Pulled by the Tail,Nancey Cummings,eBook,,$5.99, 9780463163801,2019-7-29,,
9781306265362,book not found,,,,, 9781306265362,,'US',
9780297870142,Going on the Turn,Danny Baker,eBook,,$12.99, 9780297870142,,'Digital original',
9780575099968,Hyperion,Dan Simmons,eBook,,$12.99, 9780575099968,2010-8-5,"'Orion', 'Digital original'",480
9781407070643,Without Fail,Lee Child,eBook,,$16.99, 9781407070643,2008-9-4,'Transworld',576
9780698181502,A Study in Death,Anna Lee Huber,eBook,$11.72,$10.99, 9780698181502,2015-7-7,'4',
9780698148451,book not found,,,,, 9780698148451,2014-1-14,'5',400
9780141991450,This Is Not A Drill,Extinction Rebellion,eBook,,$14.99, 9780141991450,,'Penguin Books Ltd',
9780141369808,Arsenic For Tea,Robin Stevens,eBook,,$9.99, 9780141369808,2016-2-25,"'9 - 12 years old', '2'",352
9780748125944,Dress Your Family In Corduroy And Denim,David Sedaris,eBook,,$12.99, 9780748125944,,'Digital original',
9780748118939,Red Mist,Patricia Cornwell,eBook,,$11.99, 9780748118939,2011-11-26,"'Little, Brown Book Group', 'Digital original'",512
9781405921732,Nightfall Berlin,Jack Grimwood,eBook,,$15.99, 9781405921732,2018-5-17,'Penguin Books Ltd',400
9780748121755,Naked in Death,J.D. Robb,eBook,,$11.99, 9780748121755,2010-10-7,"'Little, Brown Book Group', 'Digital original'",320
9780330465670,book not found,,,,, 9780330465670,,,
9780679645030,book not found,,,,, 9780679645030,,'US',
9781101549537,book not found,,,,, 9781101549537,,,
9780718184919,United As One,Pittacus Lore,eBook,,$15.99, 9780718184919,2016-7-14,"'12 - 18 years old', '7'",352
9780241410745,On Fire,Naomi Klein,eBook,,$18.99, 9780241410745,,'Penguin Books Ltd',
9780575086005,The Lies of Locke Lamora,Scott Lynch,eBook,,$12.99, 9780575086005,2008-9-18,"'Orion', 'Digital original'",544
9781328508317,book not found,,,,, 9781328508317,2018-5-29,"'MARINER BOOKS                 ', '21.59 x 13.97 x 3.81'",512
9780241304433,Maigret and Monsieur Charles,Georges Simenon,eBook,,$15.99, 9780241304433,2020-1-9,'Penguin Books Ltd',160
9780985228736,A Dirty Shame,Liliana Hart,eBook,,$10.99, 9780985228736,2012-10-27,'2',
9780141923642,The Reluctant Fundamentalist,Mohsin Hamid,eBook,,$15.99, 9780141923642,,'Penguin Books Ltd',
9780307489609,Playful Parenting,Lawrence J. Cohen,eBook,$23.99,$19.99, 9780307489609,,,
9781407059457,The Runaway Jury,John Grisham,eBook,,$15.99, 9781407059457,,'Random House',
9780698136779,Magic Shifts,Ilona Andrews,eBook,$14.66,$11.99, 9780698136779,2015-8-4,'8',
9780141925073,High Fidelity,Nick Hornby,eBook,,$15.99, 9780141925073,,'Penguin Books Ltd',
9780748116676,The Novice,Trudi Canavan,eBook,,$14.99, 9780748116676,2010-1-7,"'9 - 12 years old', '2'",592
9781306265362,book not found,,,,, 9781306265362,,'US',
9780575099913,The Last Wish,Andrzej Sapkowski,eBook,,$12.99, 9780575099913,2010-8-19,"'Orion', 'Digital original'",288
9780141190662,Travels with Charley,Jay Parini,eBook,,$15.99, 9780141190662,2001-3-1,'Penguin Books Ltd',240
9780141904757,Anybody Out There,Marian Keyes,eBook,,$15.99, 9780141904757,2007-2-8,'Penguin Books Ltd',608
9780748132003,A Big Boy Did It And Ran Away,Christopher Brookmyre,eBook,,$12.99, 9780748132003,2011-6-16,"'Little, Brown Book Group'",512
9780748115457,The Gathering Storm,Robert Jordan,eBook,,$12.99, 9780748115457,2010-10-7,"'Little, Brown Book Group', 'Digital original'",672
9780141398211,Three Tang Dynasty Poets,Penguin Books Ltd,eBook,,$4.99, 9780141398211,2015-2-26,'Penguin Books Ltd',80
9781405528733,Burn Fat Fast,Kate Staples,eBook,,$9.99, 9781405528733,2013-6-6,"'Little, Brown Book Group', '563'",96
9781509862344,The Man From St Petersburg,Ken Follett,Paperback,$21.99,$19.75, 9781509862344,,"'AU', '0.34'",
9780748116119,Blood Rites,Jim Butcher,eBook,,$11.99, 9780748116119,2010-3-4,"'Little, Brown Book Group', 'Digital original'",464
9781407039176,Remote Control,Andy McNab,eBook,,$15.99, 9781407039176,2008-10-2,'Transworld',512
9780575104419,Dune,Frank Herbert,eBook,,$11.99, 9780575104419,2010-12-30,"'Orion', 'Digital original'",624
9780670923182,Leaders Eat Last,Simon Sinek,eBook,,$16.99, 9780670923182,2014-1-9,'Penguin Books Ltd',256
9780241187159,To Hell and Back,Ian Kershaw,eBook,,$19.99, 9780241187159,,'Penguin Books Ltd',
9780751567779,Every Breath,Nicholas Sparks,eBook,,$11.99, 9780751567779,,'Digital original',
9780061801891,book not found,,,,,,,,
9780857072900,"Sister, Missing",Sophie McKenzie,eBook,,$10.99, 9780857072900,,'Simon & Schuster UK',
9781351624534,Closing the Vocabulary Gap,Alex Quigley,eText,,$36.29, 9781351624534,,,1
9781405523134,The Skeleton Road,Val McDermid,eBook,,$11.99, 9781405523134,2014-9-11,"'Little, Brown Book Group', 'Digital original'",416
9780748115686,The Glass Room,Simon Mawer,eBook,,$11.99, 9780748115686,,'Digital original',
9780141903958,Death of a Salesman,Arthur Miller,eBook,,$10.99, 9780141903958,2013-5-3,'Penguin Books Ltd',112
9780241235973,Seven Brief Lessons on Physics,Carlo Rovelli,eBook,,$14.99, 9780241235973,,'Penguin Books Ltd',
9780330457286,The Paper Moon,Andrea Camilleri,Paperback,$21.99,$19.75, 9781529043846,2021-7-27,"'Pan Macmillan UK', '19.6 x 13.0 x 1.9'",288
9780718159023,Forgive Me,Lesley Pearse,eBook,,$15.99, 9780718159023,,'Penguin Books Ltd',
9781118001318,book not found,,,,, 9781118001318,,,
9781407047966,Noughts & Crosses,Malorie Blackman,eBook,,$12.99, 9781407047966,2008-12-26,"'9 - 12 years old', 'RHCP'",512
9780857208996,A Winter Flame,Milly Johnson,eBook,,$9.99, 9780857208996,2012-10-25,'Simon & Schuster UK',416
9780141927589,Stone Cold,Robert Swindells,eBook,,$12.99, 9780141927589,2005-1-27,'9 - 12 years old',144
9780486132532,"Walden; Or, Life in the Woods",Henry David Thoreau,eBook,,$1.45, 9780486132532,2012-3-22,'Dover Publications',224
9780486113241,Paradise Lost,John Milton,eBook,,$1.45, 9780486113241,2012-4-6,'1',480
9780857207500,The Kingmaker's Daughter,Philippa Gregory,eBook,,$13.99, 9780857207500,2012-8-16,'Simon & Schuster UK',464
9780330514507,book not found,,,,, 9780330514507,,,
9781101637807,book not found,,,,, 9781101637807,,,
9781250014184,book not found,,,,, 9781250014184,,,
9780995105003,Lady Isabella's Ogre,Emily Larkin,eBook,,$7.99, 9780995105003,,,
9781310514760,Viking Slave,Griff Hosker,eBook,,$8.15, 9781310514760,2015-5-14,'1',
9780141924649,Journey into Fear,Eric Ambler,eBook,,$15.99, 9780141924649,2009-5-28,'Penguin Books Ltd',224
9780748110193,Northern Lights,Nora Roberts,eBook,,$12.99, 9780748110193,2008-10-2,"'Little, Brown Book Group', 'Digital original'",544
9780593054277,book not found,,,,, 9780593054277,2009-9-1,"'Transworld Publishers Ltd', '23.9 x 15.9 x 4.7'",528
9780349004594,The Paying Guests,Sarah Waters,eBook,,$12.99, 9780349004594,,'Digital original',
9780241958346,How to be a Victorian,Ruth Goodman,eBook,,$15.99, 9780241958346,,'Penguin Books Ltd',
9781101912508,book not found,,,,, 9781101912508,,'US',
9780330468466,book not found,,,,, 9780330468466,,"'AU', 'Media tie-in'",
9780007287758,"The Painted Man (The Demon Cycle, Book 1)",Peter V. Brett,eBook,,$12.99, 9780007287758,2009-1-8,'HarperCollins Publishers',544
9780983720201,The Look Of Love,Bella Andre,eBook,,$0.00, 9780983720201,2012-4-11,'1',115
9781310697883,book not found,,,,, 9781310697883,,,
9780544963429,Baby-Led Feeding,Jenna Helwig,eBook,,$26.99, 9780544963429,,'1',
9780544302341,book not found,,,,, 9780544302341,2014-12-30,'1',
9780759518162,Damage Control,Robert Dugoni,eBook,,$17.99, 9780759518162,,'Digital original',
9780330523332,book not found,,,,, 9780330523332,,,
9781405517843,Shadow Spell,Nora Roberts,eBook,,$16.99, 9781405517843,2014-3-25,"'Little, Brown Book Group', 'Digital original'",352
9780768413793,Unlocking Destinies From the Courts of Heaven Leader's Guide,Robert Henderson,Paperback,,$28.50, 9780768413793,,'27.5 x 21.5 x 1.5',
9780748109531,Sleepyhead,Mark Billingham,eBook,,$12.99, 9780748109531,2008-9-4,"'Little, Brown Book Group', 'Digital original'",432
9780141959153,Captain Hornblower R.N.,C.S. Forester,eBook,,$15.99, 9780141959153,2000-1-1,'Penguin Books Ltd',576
9780575097742,The Final Empire,Brandon Sanderson,eBook,,$11.99, 9780575097742,2010-3-30,"'Orion', 'Digital original'",672
9781408894811,Tenth of December,George Saunders,Paperback,$22.99,$20.40, 9781408894811,,'1.7 x 12.9 x 19.6',
9780748129270,The Dip,Seth Godin,eBook,,$11.99, 9780748129270,,'Digital original',
9781405930628,Liberation Square,Gareth Rubin,eBook,,$15.99, 9781405930628,,'Penguin Books Ltd',
9780964729292,The Shack,William P. Young,eBook,,$19.99, 9780964729292,,'Digital original',
9780748109784,Red Carpets And Other Banana Skins,Rupert Everett,eBook,,$12.99, 9780748109784,,'Digital original',
9781306063791,book not found,,,,, 9781306063791,,'US',
9780241410967,It's Not OK to Feel Blue (and other lies),Scarlett Curtis,eBook,,$12.99, 9780241410967,2019-10-3,'12 - 18 years old',576
9780812984835,Decline and Fall of the Roman Empire,Edward Gibbon,eBook,$27.42,$21.99, 9780812984835,2013-1-28,,
9780743218306,Mornings on Horseback,David McCullough,eBook,,$12.99, 9780743218306,,'Simon & Schuster',
9780141929125,Enemy of God,Bernard Cornwell,eBook,,$15.99, 9780141929125,2007-11-1,'Penguin Books Ltd',496
9780316531269,book not found,,,,, 9780316531269,,"'US', '0.57'",
9780141364025,The Burning Maze (The Trials of Apollo Book 3),Rick Riordan,eBook,,$9.99, 9780141364025,2018-5-1,"'9 - 12 years old', '3'",528
9780061909641,Gone,Michael Grant,eBook,,$9.99, 9780061909641,2009-5-19,"'12+ years old', 'HarperCollins'",576
9780141345642,book not found,,,,,,,,
9780547807683,The Dark Monk,Oliver Potzsch,Paperback with Flaps on Inside & Back Covers,$36.00,$32.50, 9780547807683,2012-6-12,"'Houghton Mifflin', '21.0 x 14.0 x 3.56'",463
9780141925165,The Other Side of the Dale,Gervase Phinn,eBook,,$14.99, 9780141925165,,'Penguin Books Ltd',
9780755387120,Cross,James Patterson,eBook,,$12.99, 9780755387120,2011-4-28,"'Headline', 'Digital original'",321
9780307271914,book not found,,,,,,,,
9780830839629,A Week in the Life of Corinth,Don't wait for delivery!,Paperback,,$32.96, 9780830839629,2012-3-30,"'InterVarsity Press', '21.0 x 14.0 x 1.2'",159
9780755348367,Centurion,,Paperback,,$20.40, 9780755348367,2008-8-1,"'Headline', '1'",533
9780241339732,The Master's Tools Will Never Dismantle the Master's House,Audre Lorde,eBook,,$1.99, 9780241339732,2018-5-31,'Penguin Books Ltd',64
9780141966731,Can't Anyone Help Me?,Toni Maguire,eBook,,$14.99, 9780141966731,,'Penguin Books Ltd',
9781401923440,book not found,,,,, 9781401923440,,,
9780748115365,The Dragon Reborn,Robert Jordan,eBook,,$12.99, 9780748115365,2009-12-15,"'Little, Brown Book Group', 'Digital original'",704
9780141971568,The Diary of a Killer Cat,Anne Fine,eBook,,$9.99, 9780141971568,2011-3-3,"'6 - 8 years old', '1'",64
9780486817316,The Expression of the Emotions in Man and Animal,Charles Darwin,Paperback,$37.99,$30.50, 9780486817316,,"'US', '0.58'",
9780241381250,book not found,,,,,,,,
9781101032343,The Forgotten 500,Gregory A. Freeman,eBook,$23.99,$19.99, 9781101032343,,,
9781409015369,The Bloody Chamber and Other Stories,Angela Carter,eBook,,$15.99, 9781409015369,2012-10-31,'Random House',176
9780008139483,The Pale Horseman [TV Tie-in Edition],Bernard Cornwell,Paperback,$22.99,$20.40, 9780008139483,2015-9-21,"'HarperCollins Publishers', 'Media tie-in'",432
9780281064649,Revelation for Everyone,Tom Wright,eBook,$17.04,$13.99, 9780281064649,2011-11-15,'SPCK',256
9780141901251,The Count of Monte Cristo,Alexandre Dumas,eBook,,$10.99, 9780141901251,,'Penguin Books Ltd',
9780755364435,book not found,,,,, 9780755364435,,'Digital original',
9780297859680,And Furthermore,Dame Judi Dench,eBook,,$11.99, 9780297859680,,'Digital original',
9780141967554,The Son of Neptune (Heroes of Olympus Book 2),Rick Riordan,eBook,,$9.99, 9780141967554,2011-10-4,"'9 - 12 years old', '2'",544
9780307414281,book not found,,,,,,,,
9780571246021,Medusa,Michael Dibdin,eBook,$13.19,$11.99, 9780571246021,2008-9-4,"'Faber & Faber', 'Main'",384
9780141970172,Quiet,Susan Cain,eBook,,$4.99, 9780141970172,,'Penguin Books Ltd',
9781407031088,Never Tell,Catherine McCall,eBook,,$19.99, 9781407031088,,'Ebury Publishing',
9781306051705,book not found,,,,, 9781306051705,,'US',
9780307414120,book not found,,,,,,,,
9780768419580,The Dream Book,Stephanie Schureman,Paperback,,$33.60, 9780768419580,,"'US', '0.48'",
9780830826490,All Things New,Brian J. Tabb,Paperback,,$50.75, 9780830826490,2019-4-30,'20.96 x 13.97 x 2.54',280
9780748114368,Night Probe!,Clive Cussler,eBook,,$11.99, 9780748114368,2009-9-17,"'Little, Brown Book Group', 'Digital original'",384
9780241979785,Love is Blind,William Boyd,eBook,,$15.99, 9780241979785,,'Penguin Books Ltd',
9780807573983,book not found,,,,, 9780807573983,,"'1 - 2', 'US'",
9780544340688,The Giver (Movie Tie-In Edition),Lois Lowry,Paperback,,$22.75, 9780544340688,2014-7-1,"'12+ years old', 'Clarion Books'",256
9780752883649,The Falls,Ian Rankin,Paperback,$22.99,$20.40, 9780752883649,2008-10-1,"'Orion', '1'",512
9781407044873,Double Cross,Malorie Blackman,eBook,,$9.99, 9781407044873,2008-12-29,"'9 - 12 years old', '4'",448
9780330514651,book not found,,,,, 9780330514651,,,
9781101609644,Mrs. Lincoln's Dressmaker,Jennifer Chiaverini,eBook,$25.70,$20.99, 9781101609644,,,
9781846276842,Convenience Store Woman,Sayaka Murata,Paperback,$22.99,$20.40, 9781846276842,,"'GB', '0.13'",
9780765397522,All Systems Red,Martha Wells,eBook,$6.22,$5.99, 9780765397522,2017-5-2,'1',
9780857870216,Horus Rising,Dan Abnett,eBook,,$13.99, 9780857870216,2014-4-24,'1',
9780718186838,The Sword Saint,C. F. Iggulden,eBook,,$15.99, 9780718186838,2019-8-8,'Penguin Books Ltd',384
9780807563731,book not found,,,,, 9780807563731,,"'1 - 2', 'US'",
9780857894823,Tribune of Rome,Robert Fabbri,eBook,,$3.99, 9780857894823,2011-5-1,"'Corvus', 'Digital original'",300
9780743246392,The Great Gatsby,F. Scott Fitzgerald,eBook,,$11.99, 9780743246392,,'Scribner',
9780761163985,The Essential Guide to Getting Your Book Published,Arielle Eckstut,eBook,,$23.99, 9780761163985,,'Workman Publishing Company',
9780762448319,book not found,,,,, 9780762448319,,,1
9781405513487,Night Broken,Patricia Briggs,eBook,,$11.99, 9781405513487,2014-3-11,"'Little, Brown Book Group', 'Digital original'",352
9781106927613,book not found,,,,, 9781106927613,,,1
9780956770028,book not found,,,,, 9780956770028,2015-12-1,'1',
9781101965375,Age of Swords,Michael J. Sullivan,eBook,$14.66,$11.99, 9781101965375,2017-7-25,'2',
9780241355237,The Uninhabitable Earth,David Wallace-Wells,eBook,,$15.99, 9780241355237,,'Penguin Books Ltd',
9780465028252,The Rape of Nanking,Iris Chang,eBook,,$13.99, 9780465028252,,"'8 - 17', 'Digital original'",
9780241985557,"Olive, Again",Elizabeth Strout,eBook,,$15.99, 9780241985557,,'Penguin Books Ltd',
9780749929695,Northern Lights,Nora Roberts,Paperback,$22.99,$20.40, 9780749929695,2009-6-1,"'Little Brown', '1'",576
9780307271914,book not found,,,,,,,,
9781405927642,Odessa Sea,Clive Cussler,eBook,,$15.99, 9781405927642,2016-11-17,'Penguin Books Ltd',480
9780857208958,Manson,Jeff Guinn,eBook,,$13.99, 9780857208958,,'Simon & Schuster UK',
9780765376473,book not found,,,,, 9780765376473,2016-2-23,"'Tor Books', '22.86 x 16.51 x 4.45'",512
9780141976105,Nudge,Richard H. Thaler,eBook,,$16.99, 9780141976105,,'Penguin Books Ltd',
9780230714809,book not found,,,,, 9780230714809,,,
9780768448887,Redeeming Your Bloodline,Hrvoje Sirovina,Paperback,,$32.63, 9780768448887,,"'US', '0.23'",
9780307351937,book not found,,,,,,,,
9780748115402,A Crown Of Swords,Robert Jordan,eBook,,$12.99, 9780748115402,2010-4-20,"'Little, Brown Book Group', 'Digital original'",784
9780748116577,Dead Beat,Jim Butcher,eBook,,$12.99, 9780748116577,2010-3-4,"'Little, Brown Book Group', 'Digital original'",512
9780748108596,Bitten,Kelley Armstrong,eBook,,$11.99, 9780748108596,2008-9-4,"'Little, Brown Book Group', 'Digital original'",464
9780141902142,The Heart of the Dales,Gervase Phinn,eBook,,$14.99, 9780141902142,,'Penguin Books Ltd',
9781529003239,The Simple Truth,David Baldacci,Paperback,,$26.40, 9781529003239,,"'AU', '0.49'",
9780753552049,The Spider Network,David Enrich,eBook,,$18.99, 9780753552049,,'Ebury Publishing',
9780385374675,Monster Trucks!,Michael J Doolittle,eBook,$8.79,$7.99, 9780385374675,2013-7-31,"""Random House Children's Books""",
9780761160854,The Essential Guide to Getting Your Book Published,Arielle Eckstut,Paperback,,$35.40, 9780761160854,2010-11-4,"'Workman', '1'",544
9780984358113,The Millionaire Fastlane,MJ DeMarco,eBook,,$7.99, 9780984358113,2012-3-18,'Viperion Publishing',336
9780007287154,Cut,Cathy Glass,eBook,,$12.99, 9780007287154,,'HarperCollins Publishers',
9781409021308,Paddy Clarke Ha Ha Ha,Roddy Doyle,eBook,,$15.99, 9781409021308,,'Random House',
9781282119154,book not found,,,,, 9781282119154,,'US',
9780753548035,My Kitchen Table,Gizzi Erskine,eBook,,$14.99, 9780753548035,2012-1-5,'Ebury Publishing',208
9780785170624,Hulk,Greg Pak,eBook,$36.66,$29.99, 9780785170624,,,
9780330466677,book not found,,,,, 9780330466677,,,
9781405520607,The Handsome Man's De Luxe Cafe,Alexander McCall Smith,eBook,,$11.99, 9781405520607,2014-9-18,"'Little, Brown Book Group', 'Digital original'",256
9780994054463,book not found,,,,, 9780994054463,2019-2-18,'2',
9780575087873,Last Argument Of Kings,Joe Abercrombie,eBook,,$12.99, 9780575087873,2009-6-18,"'Orion', 'Digital original'",544
9780141347769,book not found,,,,,,,,
9780241303566,The 4 Pillar Plan,Dr Rangan Chatterjee,eBook,,$19.99, 9780241303566,,'Penguin Books Ltd',
9780755350735,The Jump,Martina Cole,eBook,,$11.99, 9780755350735,,'Digital original',
9780547740133,The Ludwig Conspiracy,Oliver Pötzsch,eBook,$24.19,$19.99, 9780547740133,,'1',
9780141976266,The Night Manager,John le Carré,eBook,,$15.99, 9780141976266,2013-11-7,'Penguin Books Ltd',480
9781405941082,The Oracle,Clive Cussler,eBook,,$14.99, 9781405941082,2019-5-30,'Penguin Books Ltd',400
9780283071980,book not found,,,,,,,,
9780230766112,book not found,,,,,,,,
9781405932585,Then She Vanishes,Claire Douglas,eBook,,$15.99, 9781405932585,,'Penguin Books Ltd',
9780755357215,Praetorian (Eagles of the Empire 11),Simon Scarrow,eBook,,$12.99, 9780755357215,2011-11-10,"'Headline', 'Digital original'",340
9780345510440,Who,Geoff Smart,eBook,$17.14,$13.99, 9780345510440,,,
9781465458551,The Philosophy Book,DK,Paperback,,$35.95, 9781465458551,2017-2-21,"'DK PUB INC                    ', '23.11 x 19.56 x 2.03'",352
9780141907048,Back Home,Michelle Magorian,eBook,,$9.99, 9780141907048,2000-1-1,'9 - 12 years old',384
9780141978512,A History of the Bible,Dr John Barton,eBook,,$18.99, 9780141978512,,'Penguin Books Ltd',
9780241981849,"Black Leopard, Red Wolf",Marlon James,eBook,,$15.99, 9780241981849,2019-2-5,'Penguin Books Ltd',640
9780356510644,The Unbound Empire,Melissa Caruso,Paperback,$24.99,$21.75, 9780356510644,2019-4-23,"'Little Brown', '1'",560
9780241968598,One Hundred Years of Solitude,Gabriel Garcia Marquez,eBook,,$15.99, 9780241968598,2014-3-6,'Penguin Books Ltd',432
9780316444996,"Overlord, Vol. 10 (light novel)",Kugane Maruyama,eBook,$22.00,$20.99, 9780316444996,2019-5-21,'10',
9781407048017,Knife Edge,Malorie Blackman,eBook,,$9.99, 9781407048017,2008-12-26,"'9 - 12 years old', 'RHCP'",416
9780544373181,book not found,,,,, 9780544373181,,,
9781509821686,book not found,,,,, 9781509821686,,"'AU', '0.2'",
9781405530743,Long Walk To Freedom,,eBook,,$12.99, 9781405530743,,'Digital original',
9780307487308,The Last Stand of the Tin Can Sailors,James D. Hornfischer,eBook,$17.14,$13.99, 9780307487308,,,
9781509898831,Looking Good Dead,,Paperback,$22.99,$20.40, 9781509898831,2019-4-23,"'Pan Macmillan UK', '20 x 13.5 x 3.5'",544
9781250229847,Network Effect,Martha Wells,eBook,$19.50,$15.99, 9781250229847,2020-5-5,'5',
9780141966694,Matched,Ally Condie,eBook,,$9.99, 9780141966694,2010-12-2,"'9 - 12 years old', '1'",384
9781250313171,Gideon the Ninth,Tamsyn Muir,eBook,$18.47,$14.99, 9781250313171,2019-9-10,'1',
9780743491600,Star Trek,Michael Jan Friedman,eBook,,$18.99, 9780743491600,2003-9-1,'Pocket Books/Star Trek',352
9780230714632,book not found,,,,, 9780230714632,,,
9780297861027,The Intimate Adventures Of A London Call Girl,Belle de Jour,eBook,,$12.99, 9780297861027,,'Digital original',
9780241984543,Eat Yourself Healthy,Dr. Megan Rossi,eBook,,$19.99, 9780241984543,,'Penguin Books Ltd',
9780307755926,Fer-de-Lance,Rex Stout,eBook,$8.55,$7.99, 9780307755926,2010-7-21,'1',
